x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,y
A3005,A1,27.0,A0,A1,A0,,A0,A0,A1,A3,83.85,2310.2,A0
A3006,A0,59.0,A0,A0,A0,A1,A1,A1,A0,A0,82.95,4903.15,A0
A3007,A0,19.0,A0,A2,A1,A2,A2,A1,A0,A0,19.7,386.5,A0
A3008,A1,1.0,A0,A0,A0,A0,A0,A0,A0,A0,100.25,100.25,A1
A3009,A1,16.0,A0,A0,A0,A0,A0,A0,A0,A3,100.0,1534.75,A1
A3010,A0,60.0,A0,A0,A2,A0,A0,A0,A0,A3,99.0,6017.9,A0
A3011,A0,72.0,A0,A0,A0,A1,A1,A2,A1,A2,90.45,6565.85,A0
A3012,A1,41.0,A1,A1,A2,A1,A1,A1,A1,A0,35.4,1412.4,A0
A3013,A1,46.0,A0,A2,A1,A2,A2,A2,A0,A1,19.95,927.1,A0
A3014,A1,22.0,A0,A2,A1,A2,A2,A2,A1,A1,26.25,605.9,A0
A3015,A1,1.0,A0,A0,A2,A0,A1,A0,A0,A3,79.2,79.2,A1
A3016,A1,38.0,A0,A0,A0,A0,A0,,A1,A0,95.0,3591.25,A0
A3017,A1,,A0,A0,A0,A0,A0,A0,A0,A3,99.15,6010.05,A1
A3018,A0,1.0,A0,A1,A2,A0,A1,A0,A1,A1,46.3,46.3,A1
A3019,A0,25.0,A0,A0,A2,A0,A0,A1,A0,A3,89.05,2177.45,A1
A3020,A1,54.0,A0,A0,A0,A0,A0,A0,A0,A2,104.1,5645.8,A0
A3021,A1,72.0,A0,A0,A2,A1,A1,A2,A0,A2,98.2,7015.9,A0
A3022,A0,1.0,A0,A0,A2,A0,A1,A0,A0,A3,69.8,69.8,A1
A3023,A1,56.0,A0,A1,A0,A1,A1,A1,A0,A0,68.45,4014.0,A0
A3024,A1,50.0,A0,A0,A0,A0,A0,A1,A1,A3,108.55,5610.7,A1
A3025,A0,21.0,A0,A1,A2,A0,A0,A1,A0,A2,75.9,1549.75,A0
A3026,A1,45.0,A0,A0,A2,A1,A0,,A0,A2,100.15,4459.8,A0
A3027,A0,53.0,A0,A2,A1,A2,A2,A2,A1,A2,19.65,978.0,A0
A3028,A0,48.0,A0,A2,A1,A2,A2,A2,A1,A0,20.15,982.95,A0
A3029,A0,60.0,A0,A0,A2,A1,A0,A2,A0,A3,110.6,6586.85,A0
A3030,A0,61.0,A0,A0,A2,A0,A0,A1,A0,A2,96.5,5673.7,A0
A3031,A0,41.0,A0,A0,A2,A1,A0,A0,A0,A3,98.4,4187.75,A1
A3032,A0,1.0,A0,A2,A1,A2,A2,A0,A1,A1,19.45,19.45,A0
A3033,A0,44.0,A0,A0,A2,A0,A0,A1,A0,A2,90.65,3974.15,A0
A3034,A1,3.0,A0,A1,A2,A0,A0,A0,A0,A2,64.5,177.4,A0
A3035,A0,7.0,A0,A0,A2,A0,A1,A0,A1,A3,73.6,520.0,A1
A3036,A1,72.0,A0,A0,A0,A1,A0,A2,A0,A3,115.5,8425.15,A0
A3037,A1,72.0,A0,A0,A0,A1,A0,A2,A0,A2,98.65,7129.45,A0
A3038,A1,46.0,A0,A0,A0,A0,A0,A1,A1,A0,95.25,4424.2,A1
A3039,A1,22.0,A1,A1,A2,A1,A0,A1,A0,A0,49.45,1031.4,A0
A3040,A1,1.0,A1,A1,A2,A0,A1,A0,A0,A3,24.8,24.8,A1
A3041,A0,25.0,A0,A2,A1,A2,A2,A1,A1,A0,19.9,510.8,A0
A3042,A0,8.0,A0,A2,A1,A2,A2,A0,A1,A2,19.45,159.2,A0
A3043,A1,55.0,A0,A2,A1,A2,A2,,A1,A1,21.0,1210.3,A0
A3044,A1,21.0,A0,A0,A0,A1,A0,A0,A0,A3,102.8,2110.15,A1
A3045,A1,34.0,A0,A0,A2,A0,A1,A0,A0,A0,70.0,2416.1,A1
A3046,A1,27.0,A0,A1,A0,A0,A1,A0,A0,A1,56.7,1652.95,A0
A3047,A0,15.0,A0,A1,A0,A0,A1,A0,A0,A0,58.6,939.7,A1
A3048,A0,68.0,A0,A0,A0,A1,A0,A0,A0,A3,105.3,7299.65,A1
A3049,A1,,A0,A1,A2,A0,A1,,A0,A1,64.4,253.0,A0
A3050,A0,10.0,A0,A0,A2,A1,A0,A0,A0,A3,98.5,1037.75,A1
A3051,A1,72.0,A0,A0,A0,A1,A0,A2,A0,A3,110.75,7751.7,A0
A3052,A1,2.0,A0,A1,A2,A0,A1,A0,A1,A3,44.45,82.7,A0
A3053,A0,58.0,A0,A2,A1,A2,A2,A2,A0,A0,24.45,1513.6,A0
A3054,A0,58.0,A0,A1,A0,A1,A0,A2,A0,A3,86.1,4890.5,A0
A3055,A0,54.0,A1,A1,A2,A0,A1,A2,A1,A0,45.2,2460.55,A0
A3056,A1,71.0,A0,A0,A0,A1,A0,A2,A1,A3,109.25,7707.7,A0
A3057,A1,43.0,A0,A2,A1,A2,A2,A2,A0,A0,25.7,1188.2,A0
A3058,A1,17.0,A0,A2,A1,A2,A2,A2,A1,A1,19.4,358.05,A0
A3059,A1,3.0,A0,A1,A2,A0,A1,,A1,A1,44.75,148.05,A0
A3060,A0,4.0,A0,A1,A2,A0,A0,,A1,A0,61.45,229.55,A1
A3061,A0,1.0,A1,A1,A2,A0,A1,A0,A0,A3,23.45,23.45,A1
A3062,A0,28.0,A0,A0,A0,A1,A0,A1,A1,A2,100.35,2799.0,A0
A3063,A1,3.0,A0,A0,A2,A0,A1,A0,A0,A3,70.25,229.7,A0
A3064,A0,55.0,A0,A0,A2,A0,A0,A0,A1,A2,85.5,4713.4,A0
A3065,A0,13.0,A0,A0,A2,A0,A0,,A1,A3,100.75,1313.25,A0
A3066,A1,72.0,A0,A0,A0,A1,A0,A2,A1,A0,107.45,7658.3,A0
A3067,A0,1.0,A1,A1,A2,A0,A0,A0,A0,A3,35.45,35.45,A1
A3068,A0,18.0,A0,A2,A1,A2,A2,A1,A1,A2,19.8,342.3,A0
A3069,A0,48.0,A0,A1,A0,A1,A1,A1,A0,A0,55.8,2651.2,A0
A3070,A0,14.0,A0,A1,A0,A0,A0,A0,A1,A1,69.2,944.65,A0
A3071,A0,65.0,A0,A0,A0,A1,A0,A0,A0,A2,99.1,6496.15,A0
A3072,A0,62.0,A0,A1,A0,A1,A1,A2,A1,A2,69.4,4237.5,A0
A3073,A0,17.0,A0,A1,A2,A1,A1,A1,A0,A2,70.35,1201.65,A0
A3074,A0,58.0,A1,A1,A0,A1,A0,A0,A0,A3,45.3,2651.2,A1
A3075,A0,47.0,A0,A0,A0,,A0,A1,A0,A2,113.45,5317.8,A0
A3076,A1,63.0,A0,A1,A2,A1,A0,A1,A1,A0,58.55,3503.5,A0
A3077,A1,20.0,A1,A1,A2,A0,A1,A0,A1,A0,24.9,505.95,A0
A3078,A1,72.0,A0,A2,A1,A2,A2,A2,A1,A0,20.25,1566.9,A0
A3079,A0,,A0,A2,A1,A2,A2,A2,A1,A2,25.0,1501.75,A0
A3080,A0,62.0,A0,A0,A2,A1,A0,A2,A0,A2,107.6,6912.7,A0
A3081,A0,20.0,A0,A1,A0,A0,A1,A0,A0,A1,51.8,1023.85,A0
A3082,A1,,A0,A0,A0,,A0,A1,A1,A2,109.8,6109.65,A0
A3083,A1,71.0,A0,A0,A0,A1,A0,A2,A1,A1,111.3,7985.9,A0
A3084,A0,16.0,A0,A0,A2,,A1,A0,A0,A0,85.05,1391.15,A0
A3085,A0,72.0,A0,A0,A0,A1,A0,A2,A0,A2,100.9,7459.05,A0
A3086,A1,7.0,A0,A0,A2,A0,A1,A0,A1,A1,75.45,480.75,A1
A3087,A0,27.0,A0,A0,A0,A0,A1,A0,A0,A0,85.2,2151.6,A0
A3088,A0,,A0,A1,A2,A0,A0,A1,A0,A1,72.1,2495.15,A0
A3089,A0,13.0,A0,A2,A1,,A2,A1,A0,A1,19.95,257.0,A0
A3090,A1,52.0,A1,A1,A0,A0,A1,A2,A1,A1,39.1,1982.1,A0
A3091,A1,18.0,A0,A2,A1,A2,A2,,A1,A1,20.45,357.0,A0
A3092,A1,1.0,A0,A0,A2,,A1,A0,A1,A2,69.7,69.7,A1
A3093,A0,4.0,A0,A0,A2,A0,A1,A0,A0,A3,70.65,293.85,A0
A3094,A1,30.0,A0,A0,A2,A0,A0,A1,A0,A2,94.4,2638.1,A0
A3095,A1,56.0,A0,A0,A2,A0,A0,A1,A0,A3,98.0,5270.6,A0
A3096,A1,32.0,A0,A0,A2,A1,A1,A0,A0,A1,91.35,2896.55,A0
A3097,A0,5.0,A0,A2,A1,A2,A2,A2,A1,A1,20.45,106.9,A0
A3098,A1,4.0,A0,A2,A1,A2,A2,A0,A0,A2,20.05,85.5,A0
A3099,A1,5.0,A0,A0,A0,A0,A0,A0,A0,A3,83.6,404.2,A1
A3100,A1,23.0,A0,A0,A2,A0,A1,A0,A0,A3,83.75,1849.95,A0
A3101,A1,72.0,A0,A1,A0,A1,A0,A2,A1,A2,88.05,6520.8,A0
A3102,A1,40.0,A0,A2,A1,,A2,A2,A0,A1,24.8,1024.7,A0
A3103,A1,1.0,A0,A2,A1,A2,A2,A0,A0,A1,20.25,20.25,A1
A3104,A0,61.0,A0,A0,A2,A1,A1,A0,A1,A2,99.4,5943.65,A0
A3105,A0,52.0,A1,A1,A0,A1,A0,A2,A1,A0,63.9,3334.95,A0
A3106,A0,68.0,A0,A0,A0,A1,A0,A2,A0,A3,113.15,7856.0,A1
A3107,A1,5.0,A0,A2,A1,A2,A2,A0,A1,A0,19.85,108.05,A1
A3108,A0,1.0,A0,A2,A1,A2,A2,A0,A0,A1,20.1,20.1,A1
A3109,A0,70.0,A0,A2,A1,A2,A2,A2,A1,A1,25.35,1715.15,A0
A3110,A0,60.0,A0,A0,A0,A1,A1,A0,A0,A3,95.75,5742.9,A1
A3111,A0,25.0,A0,A2,A1,A2,A2,A0,A0,A1,20.15,536.35,A0
A3112,A0,28.0,A0,A0,A2,A0,A0,A1,A1,A2,92.2,2568.15,A0
A3113,A0,13.0,A0,A0,A0,A1,A1,,A0,A3,79.8,973.45,A1
A3114,A1,71.0,A0,A2,A1,A2,A2,A2,A1,A0,23.9,1663.5,A0
A3115,A1,55.0,A0,A0,A2,A0,A1,A0,A0,A3,73.1,4144.9,A0
A3116,A0,70.0,A0,A1,A0,A1,A1,A2,A1,A0,76.1,5264.25,A0
A3117,A1,4.0,A0,A2,A1,A2,A2,A0,A1,A1,20.35,77.5,A1
A3118,A1,35.0,A0,A0,A2,A0,A1,A0,A0,A3,86.45,3029.1,A1
A3119,A0,40.0,A0,A0,A0,A1,A1,A0,A0,A3,80.0,3168.75,A0
A3120,A0,8.0,A0,A1,A0,A0,A0,A2,A0,A0,76.15,645.8,A0
A3121,A1,19.0,A0,A2,A1,A2,A2,A2,A1,A1,20.15,387.7,A0
A3122,A0,1.0,A1,A1,A2,A1,A0,A0,A0,A3,50.35,50.35,A1
A3123,A1,40.0,A0,A0,A2,A1,A0,A1,A1,A2,105.75,4228.55,A0
A3124,A1,52.0,A0,A1,A2,A1,A1,A2,A1,A2,59.85,3103.25,A0
A3125,A0,3.0,A0,A0,A0,A0,A1,A0,A1,A0,74.45,221.1,A0
A3126,A1,42.0,A0,A0,A0,A1,A0,A0,A0,A2,104.75,4323.45,A1
A3127,A1,65.0,A0,A0,A0,A0,A1,,A0,A0,99.05,6416.7,A0
A3128,A1,3.0,A0,A0,A0,A0,A1,A0,A0,A3,79.4,205.05,A1
A3129,A0,71.0,A0,A2,A1,A2,A2,A2,A1,A2,24.85,1901.0,A0
A3130,A0,27.0,A0,A0,A2,A0,A1,A0,A0,A3,79.5,2180.55,A1
A3131,A0,35.0,A0,A0,A0,A1,A0,A1,A0,A2,102.35,3626.1,A1
A3132,A0,5.0,A0,A2,A1,A2,A2,A0,A1,A1,20.2,83.75,A0
A3133,A0,44.0,A0,A2,A1,A2,A2,A2,A0,A0,19.35,847.25,A0
A3134,A1,5.0,A0,A1,A2,,A1,A0,A0,A3,53.8,283.95,A0
A3135,A1,9.0,A0,A0,A2,A0,A1,A0,A0,A3,74.75,706.6,A1
A3136,A0,23.0,A0,A0,A0,A0,A0,A0,A0,A3,90.0,2024.1,A0
A3137,A0,29.0,A0,A0,A2,A1,A0,A0,A0,A3,103.95,2964.8,A0
A3138,A0,11.0,A0,A0,A2,A0,A1,A0,A0,A3,74.95,825.7,A1
A3139,A0,72.0,A0,A2,A1,A2,A2,A2,A1,A0,24.75,1859.1,A0
A3140,A1,7.0,A0,A0,A2,A0,A0,A0,A0,A3,84.55,646.85,A1
A3141,A1,2.0,A0,A0,A2,A1,A1,A0,A0,A3,75.8,160.75,A1
A3142,A1,6.0,A0,A2,A1,A2,A2,A2,A1,A1,20.1,100.35,A0
A3143,A1,46.0,A0,A0,A0,A1,A1,A1,A0,A0,95.65,4664.2,A0
A3144,A0,1.0,A0,A1,A0,A0,A0,A0,A0,A2,70.45,70.45,A0
A3145,A1,59.0,A0,A0,A2,A1,A0,A1,A0,A3,99.5,5890.0,A0
A3146,A0,71.0,A0,A2,A1,A2,A2,A2,A0,A0,19.9,1355.1,A0
A3147,A0,4.0,A0,A0,A2,A0,A1,A0,A0,A2,72.2,305.55,A1
A3148,A1,8.0,A0,A2,A1,A2,A2,A0,A1,A1,19.2,156.85,A0
A3149,A0,50.0,A0,A0,A0,A1,A0,A1,A0,A2,103.4,5236.4,A0
A3150,A0,1.0,A0,A1,A2,A0,A1,A0,A0,A3,44.75,44.75,A0
A3151,A0,68.0,A0,A2,A1,A2,A2,A2,A0,A2,19.95,1303.25,A0
A3152,A1,20.0,A0,A0,A2,A0,A1,A0,A0,A3,79.15,1520.9,A1
A3153,A1,51.0,A0,A0,A2,A0,A1,A0,A0,A3,77.5,3807.35,A1
A3154,A0,1.0,A0,A2,A1,A2,A2,A0,A0,A1,20.45,20.45,A0
A3155,A1,43.0,A1,A1,A0,A0,A1,A1,A0,A2,51.25,2151.6,A0
A3156,A1,71.0,A0,A2,A1,A2,A2,A2,A1,A2,19.9,1389.35,A0
A3157,A0,66.0,A0,A1,A2,A0,A0,,A1,A3,63.85,4264.6,A0
A3158,A0,66.0,A0,A1,A0,A1,A1,A1,A0,A3,75.1,5013.0,A0
A3159,A1,41.0,A0,A0,A0,A1,A0,A1,A0,A2,101.6,3930.55,A0
A3160,A0,55.0,A0,A1,A0,A1,A1,A2,A1,A3,58.6,3068.6,A0
A3161,A0,40.0,A0,A1,A2,A1,A0,A0,A0,A3,74.55,3015.75,A0
A3162,A1,58.0,A0,A1,A0,A0,A1,A0,A0,A0,65.25,3791.6,A0
A3163,A1,60.0,A0,A0,A0,A1,A0,,A1,A0,115.25,6758.45,A0
A3164,A1,51.0,A0,A0,A0,A1,A1,A1,A0,A3,93.5,4619.55,A0
A3165,A1,34.0,A0,A1,A0,A1,A1,A1,A0,A1,60.8,2042.05,A0
A3166,A1,3.0,A0,A0,A2,A0,A1,A0,A0,A1,88.3,273.75,A1
A3167,A1,40.0,A0,A0,A0,A0,A0,A1,A0,A0,99.2,4062.2,A1
A3168,A1,50.0,A0,A0,A2,A0,A0,,A0,A3,95.7,4729.75,A0
A3169,A0,66.0,A0,A0,A0,A1,A0,A1,A0,A3,110.85,7491.75,A1
A3170,A0,5.0,A1,A1,A2,A0,A1,A0,A1,A1,24.3,100.2,A0
A3171,A0,1.0,A0,A1,A2,A1,A1,A0,A0,A3,49.85,49.85,A0
A3172,A0,7.0,A0,A2,A1,A2,A2,A2,A1,A1,19.45,165.35,A0
A3173,A0,22.0,A0,A0,A0,A1,A1,A0,A0,A3,89.4,2001.5,A1
A3174,A0,34.0,A0,A0,A0,,A1,,A0,A3,89.85,3091.75,A0
A3175,A1,5.0,A0,A0,A2,A1,A1,A0,A0,A3,82.75,417.75,A0
A3176,A1,71.0,A0,A2,A1,A2,A2,A2,A0,A0,24.25,1732.95,A0
A3177,A0,13.0,A0,A0,A0,A0,A0,A0,A0,A2,89.05,1169.35,A1
A3178,A1,19.0,A1,A1,A0,A0,A0,A0,A0,A3,39.7,710.05,A0
A3179,A0,60.0,A0,A2,A1,A2,A2,A1,A1,A2,24.15,1505.9,A0
A3180,A1,72.0,A1,A1,A0,A1,A0,A2,A1,A0,55.65,3880.05,A0
A3181,A1,13.0,A0,A0,A2,A1,A0,A0,A0,A3,96.85,1235.55,A0
A3182,A1,1.0,A0,A1,A2,A0,A1,A0,A1,A1,51.2,51.2,A0
A3183,A0,3.0,A0,A0,A0,A0,A1,A0,A1,A3,89.85,248.4,A0
A3184,A0,54.0,A0,A2,A1,A2,A2,A2,A1,A0,19.65,1008.7,A0
A3185,A0,6.0,A0,A0,A2,,A1,,A0,A3,69.1,435.0,A0
A3186,A0,19.0,A0,A2,A1,A2,A2,A2,A0,A1,19.95,373.5,A0
A3187,A1,48.0,A0,A2,A1,A2,A2,A2,A1,A2,20.2,1027.25,A0
A3188,A0,,A0,A0,A0,A0,A1,A0,A0,A1,75.9,866.4,A0
A3189,A1,6.0,A0,A1,A2,A0,A1,A0,A0,A2,50.8,288.05,A1
A3190,A1,23.0,A0,A1,A0,A1,A0,A2,A0,A0,91.1,2198.3,A0
A3191,A0,70.0,A0,A1,A0,A1,A1,A2,A1,A2,72.95,5265.55,A0
A3192,A0,42.0,A0,A2,A1,A2,A2,A1,A0,A1,19.55,839.4,A0
A3193,A1,46.0,A0,A1,A0,A0,A1,A2,A0,A0,64.2,3009.5,A0
A3194,A1,71.0,A0,A2,A1,A2,A2,A2,A0,A2,24.65,1710.15,A0
A3195,A0,71.0,A0,A2,A1,A2,A2,A2,A1,A2,25.55,1898.1,A0
A3196,A1,1.0,A1,A1,A2,A0,A1,A0,A1,A1,29.9,29.9,A0
A3197,A0,55.0,A0,A1,A0,A0,A0,,A0,A3,64.2,3627.3,A0
A3198,A1,29.0,A0,A1,A0,A0,A1,A0,A0,A2,58.55,1718.95,A0
A3199,A0,16.0,A1,A1,A0,A1,A1,A2,A1,A1,54.85,916.15,A0
A3200,A1,57.0,A0,A0,A0,A1,A1,,A0,A0,95.3,5567.45,A0
A3201,A1,18.0,A1,A1,A2,A0,A0,A0,A0,A3,35.0,553.0,A1
A3202,A0,63.0,A0,A0,A2,A1,A0,A2,A1,A0,99.7,6330.4,A0
A3203,A0,24.0,A1,A1,A2,A1,A1,,A1,A1,34.25,828.2,A0
A3204,A1,18.0,A0,A1,A2,A0,A1,A0,A0,A1,50.3,908.75,A0
A3205,A0,1.0,A0,A2,A1,A2,A2,A0,A1,A1,19.2,19.2,A0
A3206,A1,22.0,A0,A0,A0,A0,A0,A0,A1,A3,83.3,1845.9,A1
A3207,A1,22.0,A0,A0,A2,A0,A1,A0,A0,A2,84.15,1821.95,A0
A3208,A1,25.0,A1,A1,A2,A1,A0,A1,A1,A3,54.2,1423.15,A0
A3209,A0,7.0,A0,A2,A1,A2,A2,A0,A0,A1,19.95,147.5,A0
A3210,A1,31.0,A0,A0,A2,A1,A1,A1,A0,A3,90.7,2835.5,A0
A3211,A1,72.0,A0,A0,A0,,A0,A1,A0,A0,103.2,7362.9,A0
A3212,A1,2.0,A0,A0,A2,A0,A1,A0,A1,A1,81.5,162.55,A0
A3213,A0,25.0,A0,A0,A2,A0,A1,A0,A1,A2,74.3,1952.25,A0
A3214,A1,16.0,A0,A2,A1,A2,A2,,A1,A1,19.7,301.55,A0
A3215,A0,60.0,A0,A0,A0,A0,A0,A0,A0,A3,93.25,5774.55,A0
A3216,A1,8.0,A0,A2,A1,A2,A2,A1,A0,A1,19.2,161.95,A0
A3217,A1,52.0,A0,A0,A0,A1,A1,A1,A0,A0,95.7,4976.15,A0
A3218,A0,72.0,A0,A1,A0,A1,A0,A2,A0,A0,85.45,6227.5,A0
A3219,A0,23.0,A0,A0,A2,A1,A0,A1,A0,A0,99.95,2292.75,A0
A3220,A1,69.0,A0,A0,A0,A1,A1,A1,A0,A0,105.1,7234.8,A0
A3221,A0,1.0,A0,A0,A2,A0,A0,A0,A0,A3,95.1,95.1,A1
A3222,A0,42.0,A0,A2,A1,A2,A2,A1,A1,A3,25.05,949.85,A0
A3223,A0,30.0,A0,A0,A0,A1,A1,A0,A0,A0,84.3,2438.6,A0
A3224,A0,37.0,A0,A0,A0,A0,A0,A1,A0,A0,104.5,3778.0,A0
A3225,A0,44.0,A0,A1,A0,A0,A1,A0,A0,A2,54.9,2549.1,A0
A3226,A1,64.0,A0,A1,A0,A1,A0,A2,A0,A1,68.3,4378.8,A0
A3227,A1,1.0,A0,A0,A2,A0,A0,A0,A1,A1,85.8,85.8,A1
A3228,A0,13.0,A0,A0,A2,A0,A0,A0,A1,A1,98.15,1230.25,A1
A3229,A0,48.0,A0,A2,A1,A2,A2,A2,A1,A1,19.25,855.1,A0
A3230,A0,12.0,A0,A2,A1,A2,A2,A2,A0,A2,25.4,313.0,A0
A3231,A0,61.0,A0,A1,A0,A1,A0,A2,A1,A2,80.9,4932.5,A0
A3232,A1,27.0,A0,A1,A0,A0,A1,A0,A1,A1,49.85,1336.15,A0
A3233,A0,15.0,A0,A1,A2,A0,A1,A0,A0,A3,49.0,749.25,A0
A3234,A0,54.0,A0,A0,A0,A1,A0,A2,A1,A2,109.75,6110.2,A1
A3235,A1,17.0,A0,A2,A1,A2,A2,A0,A1,A0,19.7,340.35,A0
A3236,A1,71.0,A0,A0,A0,A1,A1,A1,A0,A0,95.15,6770.85,A0
A3237,A1,13.0,A0,A0,A2,,A1,A0,A0,A3,74.3,940.35,A1
A3238,A1,11.0,A1,A1,A2,A0,A0,,A1,A3,50.55,565.35,A0
A3239,A0,13.0,A0,A0,A2,A0,A1,A0,A1,A2,70.45,849.1,A0
A3240,A1,70.0,A0,A1,A0,A1,A0,A2,A0,A2,80.4,5717.85,A0
A3241,A1,1.0,A0,A2,A1,A2,A2,A0,A0,A1,19.5,19.5,A0
A3242,A1,28.0,A0,A2,A1,A2,A2,A0,A1,A1,20.25,535.35,A0
A3243,A0,1.0,A0,A0,A2,A1,A0,A0,A0,A3,101.45,101.45,A1
A3244,A1,1.0,A0,A2,A1,A2,A2,A0,A1,A1,19.65,19.65,A0
A3245,A1,72.0,A0,A2,A1,A2,A2,A2,A1,A0,25.45,1866.45,A0
A3246,A0,57.0,A1,A1,A2,A0,A0,A0,A0,A3,44.85,2572.95,A1
A3247,A1,18.0,A0,A1,A2,A1,A1,A0,A0,A1,50.0,892.7,A0
A3248,A1,38.0,A0,A0,A2,A0,A1,A0,A0,A2,74.95,2869.85,A1
A3249,A0,61.0,A0,A2,A1,A2,A2,A1,A1,A1,20.4,1226.45,A0
A3250,A0,40.0,A1,A1,A0,A0,A1,A1,A1,A1,40.25,1564.05,A0
A3251,A1,37.0,A0,A0,A2,A0,A1,A0,A0,A3,76.5,2868.15,A1
A3252,A0,43.0,A0,A0,A0,A1,A0,A1,A0,A2,100.55,4304.0,A0
A3253,A1,36.0,A0,A0,A0,A1,A1,A0,A0,A2,97.35,3457.9,A1
A3254,A1,6.0,A0,A2,A1,A2,A2,A0,A1,A1,20.0,109.2,A0
A3255,A0,5.0,A0,A0,A2,A1,A0,A0,A0,A1,90.35,434.5,A0
A3256,A1,72.0,A0,A2,A1,A2,A2,A2,A1,A0,19.7,1379.8,A0
A3257,A1,72.0,A0,A2,A1,A2,A2,A2,A1,A2,23.75,1679.25,A0
A3258,A0,6.0,A0,A1,A2,A0,A1,A0,A1,A0,44.7,276.5,A0
A3259,A1,60.0,A0,A1,A2,A1,A0,A1,A1,A0,80.55,4847.05,A0
A3260,A1,56.0,A0,A0,A2,A1,A0,A0,A0,A1,109.6,5953.0,A0
A3261,A1,22.0,A0,A0,A0,A0,A0,A0,A0,A1,84.3,1855.65,A1
A3262,A1,40.0,A1,A1,A0,A0,A0,A0,A0,A3,50.85,2036.55,A0
A3263,A0,32.0,A0,A0,A2,A1,A1,A0,A0,A0,81.1,2619.25,A0
A3264,A1,14.0,A0,A1,A0,A0,A1,A0,A1,A3,50.45,765.45,A0
A3265,A0,36.0,A0,A0,A2,A0,A0,,A0,A0,85.25,3132.75,A1
A3266,A1,34.0,A0,A0,A2,A1,A1,A0,A1,A3,87.45,2874.15,A1
A3267,A0,10.0,A0,A0,A2,A0,A0,A0,A0,A3,89.5,863.1,A1
A3268,A1,35.0,A0,A0,A2,A1,A0,A1,A0,A3,99.25,3532.0,A0
A3269,A1,6.0,A0,A1,A2,A0,A1,A0,A1,A1,45.5,285.2,A0
A3270,A1,61.0,A0,A2,A1,A2,A2,A1,A1,A0,19.1,1143.8,A0
A3271,A0,72.0,A0,A0,A0,A1,A0,A2,A1,A0,110.9,7922.75,A0
A3272,A1,33.0,A0,A2,A1,A2,A2,A2,A1,A0,19.8,641.35,A0
A3273,A1,7.0,A0,A1,A0,A0,A0,A0,A0,A3,78.5,571.05,A0
A3274,A0,65.0,A0,A0,A0,A1,A0,A0,A0,A3,104.35,6578.55,A0
A3275,A1,60.0,A0,A0,A2,A0,A0,A1,A0,A2,101.4,6176.6,A0
A3276,A0,1.0,A0,A1,A0,A0,A1,A0,A1,A1,60.1,60.1,A1
A3277,A0,42.0,A0,A0,A0,A0,A1,A0,A0,A2,79.35,3344.1,A0
A3278,A0,47.0,A0,A1,A0,A0,A1,,A0,A3,55.3,2654.05,A0
A3279,A1,9.0,A0,A0,A2,A0,A1,A0,A0,A0,75.2,633.85,A0
A3280,A0,20.0,A0,A0,A2,A0,A1,,A1,A3,78.8,1641.3,A0
A3281,A0,1.0,A0,A2,A1,A2,A2,A0,A1,A2,19.95,19.95,A1
A3282,A0,32.0,A0,A0,A2,A1,A1,A0,A0,A3,78.9,2447.95,A1
A3283,A1,4.0,A0,A0,A2,A0,A1,,A0,A3,74.9,321.75,A1
A3284,A0,57.0,A0,A2,A1,A2,A2,A2,A1,A1,20.75,1118.8,A0
A3285,A1,2.0,A0,A0,A2,A0,A1,A0,A0,A3,75.55,166.3,A1
A3286,A1,20.0,A0,A0,A0,A1,A0,A0,A0,A3,94.1,1782.4,A1
A3287,A0,30.0,A0,A2,A1,A2,A2,A2,A1,A1,21.25,711.9,A0
A3288,A0,9.0,A1,A1,A2,A0,A1,A1,A1,A2,24.1,259.8,A1
A3289,A0,22.0,A0,A2,A1,A2,A2,A0,A1,A0,20.15,432.5,A0
A3290,A1,1.0,A1,A1,A2,A0,A1,A0,A1,A2,30.5,30.5,A1
A3291,A0,32.0,A0,A0,A2,A0,A0,A0,A0,A3,85.0,2642.05,A1
A3292,A0,31.0,A1,A1,A2,A1,A0,A1,A0,A3,50.05,1523.4,A0
A3293,A0,13.0,A0,A2,A1,A2,A2,A0,A0,A3,20.4,251.65,A0
A3294,A0,2.0,A0,A1,A2,A1,A1,A0,A0,A1,55.1,113.35,A1
A3295,A0,60.0,A1,A1,A0,A1,A1,A2,A1,A2,39.6,2424.5,A0
A3296,A0,12.0,A0,A0,A2,A0,A1,A0,A0,A0,73.75,871.4,A1
A3297,A0,72.0,A0,A1,A0,A1,A0,A2,A0,A0,88.7,6301.7,A0
A3298,A1,24.0,A0,A1,A2,A0,A1,A0,A1,A0,56.35,1381.2,A0
A3299,A1,59.0,A0,A1,A2,A1,A1,A2,A0,A2,72.1,4194.85,A0
A3300,A0,72.0,A0,A0,A0,A1,A0,,A0,A3,108.4,7719.5,A0
A3301,A0,71.0,A0,A0,A0,A1,A0,A1,A0,A2,104.65,7288.4,A0
A3302,A0,72.0,A0,A0,A0,A1,A1,A2,A0,A0,97.95,7114.25,A0
A3303,A1,,A0,A2,A1,A2,A2,A0,A1,A2,20.15,156.25,A1
A3304,A1,7.0,A0,A0,A2,A1,A1,,A0,A3,75.15,525.0,A0
A3305,A0,29.0,A0,A0,A2,,A0,A0,A0,A3,94.2,2607.6,A0
